Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Oman,Coordinating Lead Author,4,2,0,51,0.0000
Oman,Coordinating Lead Author,4,3,0,25,0.0000
Oman,Coordinating Lead Author,5,1,0,29,0.0000
Oman,Coordinating Lead Author,5,2,0,64,0.0000
Oman,Coordinating Lead Author,5,3,0,34,0.0000
Oman,Lead Author,1,1,0,214,0.0000
Oman,Lead Author,1,2,0,11,0.0000
Oman,Lead Author,1,3,0,43,0.0000
Oman,Lead Author,2,1,0,84,0.0000
Oman,Lead Author,2,2,0,287,0.0000
Oman,Lead Author,2,3,0,65,0.0000
Oman,Lead Author,3,1,0,137,0.0000
Oman,Lead Author,3,2,0,184,0.0000
Oman,Lead Author,3,3,0,139,0.0000
Oman,Lead Author,4,1,0,139,0.0000
Oman,Lead Author,4,2,0,197,0.0000
Oman,Lead Author,4,3,1,175,0.5714
Oman,Lead Author,5,1,1,195,0.5128
Oman,Lead Author,5,2,0,236,0.0000
Oman,Lead Author,5,3,0,243,0.0000
Oman,Review Editor,3,1,0,21,0.0000
Oman,Review Editor,3,2,0,34,0.0000
Oman,Review Editor,3,3,0,19,0.0000
Oman,Review Editor,4,1,0,26,0.0000
Oman,Review Editor,4,2,0,46,0.0000
Oman,Review Editor,4,3,0,26,0.0000
Oman,Review Editor,5,1,0,50,0.0000
Oman,Review Editor,5,2,0,66,0.0000
Oman,Review Editor,5,3,0,36,0.0000
Oman,Contributing Author,1,1,0,29,0.0000
Oman,Contributing Author,1,2,0,147,0.0000
Oman,Contributing Author,1,3,0,9,0.0000
Oman,Contributing Author,2,1,0,352,0.0000
Oman,Contributing Author,2,2,0,294,0.0000
Oman,Contributing Author,2,3,0,28,0.0000
Oman,Contributing Author,3,1,0,518,0.0000
Oman,Contributing Author,3,2,0,232,0.0000
Oman,Contributing Author,3,3,0,71,0.0000
Oman,Contributing Author,4,1,0,496,0.0000
Oman,Contributing Author,4,2,0,217,0.0000
Oman,Contributing Author,4,3,0,84,0.0000
Oman,Contributing Author,5,1,0,603,0.0000
Oman,Contributing Author,5,2,0,386,0.0000
Pakistan,Coordinating Lead Author,1,1,0,34,0.0000
Pakistan,Coordinating Lead Author,1,2,0,13,0.0000
Pakistan,Coordinating Lead Author,1,3,0,19,0.0000
Pakistan,Coordinating Lead Author,2,1,0,15,0.0000
Pakistan,Coordinating Lead Author,2,2,0,43,0.0000
Pakistan,Coordinating Lead Author,2,3,0,12,0.0000
Pakistan,Coordinating Lead Author,3,1,0,23,0.0000
Pakistan,Coordinating Lead Author,3,2,0,42,0.0000
Pakistan,Coordinating Lead Author,3,3,0,20,0.0000
Pakistan,Coordinating Lead Author,4,1,0,25,0.0000
Pakistan,Coordinating Lead Author,4,2,0,51,0.0000
Pakistan,Coordinating Lead Author,4,3,0,25,0.0000
Pakistan,Coordinating Lead Author,5,1,0,29,0.0000
Pakistan,Coordinating Lead Author,5,2,0,64,0.0000
Pakistan,Coordinating Lead Author,5,3,0,34,0.0000
Pakistan,Lead Author,1,1,0,214,0.0000
Pakistan,Lead Author,1,2,0,11,0.0000
Pakistan,Lead Author,1,3,0,43,0.0000
Pakistan,Lead Author,2,1,0,84,0.0000
Pakistan,Lead Author,2,2,0,287,0.0000
Pakistan,Lead Author,2,3,1,65,1.5385
Pakistan,Lead Author,3,1,0,137,0.0000
Pakistan,Lead Author,3,2,0,184,0.0000
Pakistan,Lead Author,3,3,0,139,0.0000
Pakistan,Lead Author,4,1,0,139,0.0000
Pakistan,Lead Author,4,2,0,197,0.0000
Pakistan,Lead Author,4,3,0,175,0.0000
Pakistan,Lead Author,5,1,0,195,0.0000
Pakistan,Lead Author,5,2,1,236,0.4237
Pakistan,Lead Author,5,3,0,243,0.0000
Pakistan,Review Editor,3,1,0,21,0.0000
Pakistan,Review Editor,3,2,0,34,0.0000
Pakistan,Review Editor,3,3,0,19,0.0000
Pakistan,Review Editor,4,1,0,26,0.0000
Pakistan,Review Editor,4,2,0,46,0.0000
Pakistan,Review Editor,4,3,0,26,0.0000
Pakistan,Review Editor,5,1,0,50,0.0000
Pakistan,Review Editor,5,2,0,66,0.0000
Pakistan,Review Editor,5,3,0,36,0.0000
Pakistan,Contributing Author,1,1,0,29,0.0000
Pakistan,Contributing Author,1,2,0,147,0.0000
Pakistan,Contributing Author,1,3,0,9,0.0000
Pakistan,Contributing Author,2,1,0,352,0.0000
Pakistan,Contributing Author,2,2,0,294,0.0000
Pakistan,Contributing Author,2,3,0,28,0.0000
Pakistan,Contributing Author,3,1,0,518,0.0000
Pakistan,Contributing Author,3,2,0,232,0.0000
Pakistan,Contributing Author,3,3,0,71,0.0000
Pakistan,Contributing Author,4,1,0,496,0.0000
Pakistan,Contributing Author,4,2,0,217,0.0000
Pakistan,Contributing Author,4,3,0,84,0.0000
Pakistan,Contributing Author,5,1,0,603,0.0000
Pakistan,Contributing Author,5,2,0,386,0.0000
Peru,Coordinating Lead Author,1,1,0,34,0.0000
Peru,Coordinating Lead Author,1,2,0,13,0.0000
Peru,Coordinating Lead Author,1,3,0,19,0.0000
Peru,Coordinating Lead Author,2,1,0,15,0.0000
Peru,Coordinating Lead Author,2,2,0,43,0.0000
Peru,Coordinating Lead Author,2,3,0,12,0.0000
Peru,Coordinating Lead Author,3,1,0,23,0.0000
Peru,Coordinating Lead Author,3,2,0,42,0.0000
Peru,Coordinating Lead Author,3,3,0,20,0.0000
Peru,Coordinating Lead Author,4,1,0,25,0.0000
Peru,Coordinating Lead Author,4,2,0,51,0.0000
Peru,Coordinating Lead Author,4,3,0,25,0.0000
Peru,Coordinating Lead Author,5,1,0,29,0.0000
Peru,Coordinating Lead Author,5,2,0,64,0.0000
Peru,Coordinating Lead Author,5,3,0,34,0.0000
Peru,Lead Author,1,1,0,214,0.0000
Peru,Lead Author,1,2,0,11,0.0000
Peru,Lead Author,1,3,0,43,0.0000
Peru,Lead Author,2,1,0,84,0.0000
Peru,Lead Author,2,2,1,287,0.3484
Peru,Lead Author,2,3,0,65,0.0000
Peru,Lead Author,3,1,0,137,0.0000
Peru,Lead Author,3,2,0,184,0.0000
Peru,Lead Author,3,3,2,139,1.4388
Peru,Lead Author,4,1,0,139,0.0000
Peru,Lead Author,4,2,1,197,0.5076
Peru,Lead Author,4,3,1,175,0.5714
Peru,Lead Author,5,1,0,195,0.0000
Peru,Lead Author,5,2,0,236,0.0000
Peru,Lead Author,5,3,0,243,0.0000
Peru,Review Editor,3,1,0,21,0.0000
Peru,Review Editor,3,2,0,34,0.0000
Peru,Review Editor,3,3,1,19,5.2632
Peru,Review Editor,4,1,0,26,0.0000
Peru,Review Editor,4,2,0,46,0.0000
Peru,Review Editor,4,3,1,26,3.8462
Peru,Review Editor,5,1,0,50,0.0000
Peru,Review Editor,5,2,1,66,1.5152
Peru,Review Editor,5,3,0,36,0.0000
Peru,Contributing Author,1,1,0,29,0.0000
Peru,Contributing Author,1,2,0,147,0.0000
Peru,Contributing Author,1,3,0,9,0.0000
Peru,Contributing Author,2,1,0,352,0.0000
Peru,Contributing Author,2,2,5,294,1.7007
Peru,Contributing Author,2,3,0,28,0.0000
Peru,Contributing Author,3,1,0,518,0.0000
Peru,Contributing Author,3,2,0,232,0.0000
Peru,Contributing Author,3,3,1,71,1.4085
Peru,Contributing Author,4,1,0,496,0.0000
Peru,Contributing Author,4,2,0,217,0.0000
Peru,Contributing Author,4,3,0,84,0.0000
Peru,Contributing Author,5,1,0,603,0.0000
Peru,Contributing Author,5,2,0,386,0.0000
Philippines,Coordinating Lead Author,1,1,0,34,0.0000
Philippines,Coordinating Lead Author,1,2,0,13,0.0000
Philippines,Coordinating Lead Author,1,3,0,19,0.0000
Philippines,Coordinating Lead Author,2,1,0,15,0.0000
Philippines,Coordinating Lead Author,2,2,0,43,0.0000
Philippines,Coordinating Lead Author,2,3,0,12,0.0000
Philippines,Coordinating Lead Author,3,1,0,23,0.0000
Philippines,Coordinating Lead Author,3,2,0,42,0.0000
Philippines,Coordinating Lead Author,3,3,0,20,0.0000
Philippines,Coordinating Lead Author,4,1,0,25,0.0000
Philippines,Coordinating Lead Author,4,2,2,51,3.9216
Philippines,Coordinating Lead Author,4,3,0,25,0.0000
Philippines,Coordinating Lead Author,5,1,0,29,0.0000
Philippines,Coordinating Lead Author,5,2,1,64,1.5625
Philippines,Coordinating Lead Author,5,3,0,34,0.0000
Philippines,Lead Author,1,1,0,214,0.0000
Philippines,Lead Author,1,2,0,11,0.0000
Philippines,Lead Author,1,3,0,43,0.0000
Philippines,Lead Author,2,1,0,84,0.0000
Philippines,Lead Author,2,2,1,287,0.3484
Philippines,Lead Author,2,3,0,65,0.0000
Philippines,Lead Author,3,1,0,137,0.0000
Philippines,Lead Author,3,2,2,184,1.0870
Philippines,Lead Author,3,3,0,139,0.0000
Philippines,Lead Author,4,1,0,139,0.0000
Philippines,Lead Author,4,2,4,197,2.0305
Philippines,Lead Author,4,3,0,175,0.0000
Philippines,Lead Author,5,1,0,195,0.0000
Philippines,Lead Author,5,2,3,236,1.2712
Philippines,Lead Author,5,3,1,243,0.4115
Philippines,Review Editor,3,1,0,21,0.0000
Philippines,Review Editor,3,2,0,34,0.0000
Philippines,Review Editor,3,3,0,19,0.0000
Philippines,Review Editor,4,1,0,26,0.0000
Philippines,Review Editor,4,2,0,46,0.0000
Philippines,Review Editor,4,3,0,26,0.0000
Philippines,Review Editor,5,1,0,50,0.0000
Philippines,Review Editor,5,2,1,66,1.5152
Philippines,Review Editor,5,3,0,36,0.0000
Philippines,Contributing Author,1,1,1,29,3.4483
Philippines,Contributing Author,1,2,1,147,0.6803
Philippines,Contributing Author,1,3,0,9,0.0000
Philippines,Contributing Author,2,1,0,352,0.0000
Philippines,Contributing Author,2,2,1,294,0.3401
Philippines,Contributing Author,2,3,0,28,0.0000
Philippines,Contributing Author,3,1,1,518,0.1931
Philippines,Contributing Author,3,2,0,232,0.0000
Philippines,Contributing Author,3,3,0,71,0.0000
Philippines,Contributing Author,4,1,0,496,0.0000
Philippines,Contributing Author,4,2,0,217,0.0000
Philippines,Contributing Author,4,3,0,84,0.0000
Philippines,Contributing Author,5,1,0,603,0.0000
Philippines,Contributing Author,5,2,1,386,0.2591
Poland,Coordinating Lead Author,1,1,0,34,0.0000
Poland,Coordinating Lead Author,1,2,0,13,0.0000
Poland,Coordinating Lead Author,1,3,0,19,0.0000
Poland,Coordinating Lead Author,2,1,0,15,0.0000
Poland,Coordinating Lead Author,2,2,1,43,2.3256
Poland,Coordinating Lead Author,2,3,0,12,0.0000
Poland,Coordinating Lead Author,3,1,0,23,0.0000
Poland,Coordinating Lead Author,3,2,0,42,0.0000
Poland,Coordinating Lead Author,3,3,0,20,0.0000
Poland,Coordinating Lead Author,4,1,0,25,0.0000
Poland,Coordinating Lead Author,4,2,1,51,1.9608
Poland,Coordinating Lead Author,4,3,0,25,0.0000
Poland,Coordinating Lead Author,5,1,0,29,0.0000
Poland,Coordinating Lead Author,5,2,0,64,0.0000
Poland,Coordinating Lead Author,5,3,0,34,0.0000
Poland,Lead Author,1,1,1,214,0.4673
Poland,Lead Author,1,2,0,11,0.0000
Poland,Lead Author,1,3,0,43,0.0000
Poland,Lead Author,2,1,0,84,0.0000
Poland,Lead Author,2,2,2,287,0.6969
Poland,Lead Author,2,3,0,65,0.0000
Poland,Lead Author,3,1,0,137,0.0000
Poland,Lead Author,3,2,1,184,0.5435
Poland,Lead Author,3,3,0,139,0.0000
Poland,Lead Author,4,1,0,139,0.0000
Poland,Lead Author,4,2,2,197,1.0152
Poland,Lead Author,4,3,0,175,0.0000
Poland,Lead Author,5,1,0,195,0.0000
Poland,Lead Author,5,2,0,236,0.0000
Poland,Lead Author,5,3,1,243,0.4115
Poland,Review Editor,3,1,1,21,4.7619
Poland,Review Editor,3,2,0,34,0.0000
Poland,Review Editor,3,3,0,19,0.0000
Poland,Review Editor,4,1,0,26,0.0000
Poland,Review Editor,4,2,0,46,0.0000
Poland,Review Editor,4,3,0,26,0.0000
Poland,Review Editor,5,1,0,50,0.0000
Poland,Review Editor,5,2,1,66,1.5152
Poland,Review Editor,5,3,0,36,0.0000
Poland,Contributing Author,1,1,0,29,0.0000
Poland,Contributing Author,1,2,1,147,0.6803
Poland,Contributing Author,1,3,0,9,0.0000
Poland,Contributing Author,2,1,0,352,0.0000
Poland,Contributing Author,2,2,1,294,0.3401
Poland,Contributing Author,2,3,0,28,0.0000
Poland,Contributing Author,3,1,0,518,0.0000
Poland,Contributing Author,3,2,0,232,0.0000
Poland,Contributing Author,3,3,0,71,0.0000
Poland,Contributing Author,4,1,0,496,0.0000
Poland,Contributing Author,4,2,0,217,0.0000
Poland,Contributing Author,4,3,0,84,0.0000
Poland,Contributing Author,5,1,0,603,0.0000
Poland,Contributing Author,5,2,1,386,0.2591
Portugal,Coordinating Lead Author,1,1,0,34,0.0000
Portugal,Coordinating Lead Author,1,2,0,13,0.0000
Portugal,Coordinating Lead Author,1,3,0,19,0.0000
Portugal,Coordinating Lead Author,2,1,0,15,0.0000
Portugal,Coordinating Lead Author,2,2,0,43,0.0000
Portugal,Coordinating Lead Author,2,3,0,12,0.0000
Portugal,Coordinating Lead Author,3,1,0,23,0.0000
Portugal,Coordinating Lead Author,3,2,0,42,0.0000
Portugal,Coordinating Lead Author,3,3,0,20,0.0000
Portugal,Coordinating Lead Author,4,1,0,25,0.0000
Portugal,Coordinating Lead Author,4,2,0,51,0.0000
Portugal,Coordinating Lead Author,4,3,0,25,0.0000
Portugal,Coordinating Lead Author,5,1,0,29,0.0000
Portugal,Coordinating Lead Author,5,2,0,64,0.0000
Portugal,Coordinating Lead Author,5,3,0,34,0.0000
Portugal,Lead Author,1,1,0,214,0.0000
Portugal,Lead Author,1,2,0,11,0.0000
Portugal,Lead Author,1,3,0,43,0.0000
Portugal,Lead Author,2,1,0,84,0.0000
Portugal,Lead Author,2,2,0,287,0.0000
Portugal,Lead Author,2,3,0,65,0.0000
Portugal,Lead Author,3,1,0,137,0.0000
Portugal,Lead Author,3,2,1,184,0.5435
Portugal,Lead Author,3,3,0,139,0.0000
Portugal,Lead Author,4,1,0,139,0.0000
Portugal,Lead Author,4,2,0,197,0.0000
Portugal,Lead Author,4,3,0,175,0.0000
Portugal,Lead Author,5,1,0,195,0.0000
Portugal,Lead Author,5,2,0,236,0.0000
Portugal,Lead Author,5,3,0,243,0.0000
Portugal,Review Editor,3,1,0,21,0.0000
Portugal,Review Editor,3,2,1,34,2.9412
Portugal,Review Editor,3,3,0,19,0.0000
Portugal,Review Editor,4,1,0,26,0.0000
Portugal,Review Editor,4,2,0,46,0.0000
Portugal,Review Editor,4,3,0,26,0.0000
Portugal,Review Editor,5,1,1,50,2.0000
Portugal,Review Editor,5,2,1,66,1.5152
Portugal,Review Editor,5,3,0,36,0.0000
Portugal,Contributing Author,1,1,0,29,0.0000
Portugal,Contributing Author,1,2,1,147,0.6803
Portugal,Contributing Author,1,3,0,9,0.0000
Portugal,Contributing Author,2,1,0,352,0.0000
Portugal,Contributing Author,2,2,0,294,0.0000
Portugal,Contributing Author,2,3,0,28,0.0000
Portugal,Contributing Author,3,1,0,518,0.0000
Portugal,Contributing Author,3,2,0,232,0.0000
Portugal,Contributing Author,3,3,0,71,0.0000
Portugal,Contributing Author,4,1,0,496,0.0000
Portugal,Contributing Author,4,2,1,217,0.4608
Portugal,Contributing Author,4,3,0,84,0.0000
Portugal,Contributing Author,5,1,0,603,0.0000
Portugal,Contributing Author,5,2,0,386,0.0000
Puerto Rico,Coordinating Lead Author,1,1,0,34,0.0000
Puerto Rico,Coordinating Lead Author,1,2,0,13,0.0000
Puerto Rico,Coordinating Lead Author,1,3,0,19,0.0000
Puerto Rico,Coordinating Lead Author,2,1,0,15,0.0000
Puerto Rico,Coordinating Lead Author,2,2,0,43,0.0000
Puerto Rico,Coordinating Lead Author,2,3,0,12,0.0000
Puerto Rico,Coordinating Lead Author,3,1,0,23,0.0000
Puerto Rico,Coordinating Lead Author,3,2,0,42,0.0000
Puerto Rico,Coordinating Lead Author,3,3,0,20,0.0000
Puerto Rico,Coordinating Lead Author,4,1,0,25,0.0000
Puerto Rico,Coordinating Lead Author,4,2,0,51,0.0000
Puerto Rico,Coordinating Lead Author,4,3,0,25,0.0000
Puerto Rico,Coordinating Lead Author,5,1,0,29,0.0000
Puerto Rico,Coordinating Lead Author,5,2,0,64,0.0000
Puerto Rico,Coordinating Lead Author,5,3,0,34,0.0000
Puerto Rico,Lead Author,1,1,0,214,0.0000
Puerto Rico,Lead Author,1,2,0,11,0.0000
Puerto Rico,Lead Author,1,3,0,43,0.0000
Puerto Rico,Lead Author,2,1,0,84,0.0000
Puerto Rico,Lead Author,2,2,0,287,0.0000
Puerto Rico,Lead Author,2,3,0,65,0.0000
Puerto Rico,Lead Author,3,1,0,137,0.0000
Puerto Rico,Lead Author,3,2,0,184,0.0000
Puerto Rico,Lead Author,3,3,0,139,0.0000
Puerto Rico,Lead Author,4,1,0,139,0.0000
Puerto Rico,Lead Author,4,2,0,197,0.0000
Puerto Rico,Lead Author,4,3,0,175,0.0000
Puerto Rico,Lead Author,5,1,0,195,0.0000
Puerto Rico,Lead Author,5,2,0,236,0.0000
Puerto Rico,Lead Author,5,3,0,243,0.0000
Puerto Rico,Review Editor,3,1,0,21,0.0000
Puerto Rico,Review Editor,3,2,0,34,0.0000
Puerto Rico,Review Editor,3,3,0,19,0.0000
Puerto Rico,Review Editor,4,1,0,26,0.0000
Puerto Rico,Review Editor,4,2,1,46,2.1739
Puerto Rico,Review Editor,4,3,0,26,0.0000
Puerto Rico,Review Editor,5,1,0,50,0.0000
Puerto Rico,Review Editor,5,2,0,66,0.0000
Puerto Rico,Review Editor,5,3,0,36,0.0000
Puerto Rico,Contributing Author,1,1,0,29,0.0000
Puerto Rico,Contributing Author,1,2,0,147,0.0000
Puerto Rico,Contributing Author,1,3,0,9,0.0000
Puerto Rico,Contributing Author,2,1,0,352,0.0000
Puerto Rico,Contributing Author,2,2,0,294,0.0000
Puerto Rico,Contributing Author,2,3,0,28,0.0000
Puerto Rico,Contributing Author,3,1,0,518,0.0000
Puerto Rico,Contributing Author,3,2,0,232,0.0000
Puerto Rico,Contributing Author,3,3,0,71,0.0000
Puerto Rico,Contributing Author,4,1,0,496,0.0000
Puerto Rico,Contributing Author,4,2,0,217,0.0000
Puerto Rico,Contributing Author,4,3,0,84,0.0000
Puerto Rico,Contributing Author,5,1,0,603,0.0000
Puerto Rico,Contributing Author,5,2,0,386,0.0000
Qatar,Coordinating Lead Author,1,1,0,34,0.0000
Qatar,Coordinating Lead Author,1,2,0,13,0.0000
Qatar,Coordinating Lead Author,1,3,0,19,0.0000
Qatar,Coordinating Lead Author,2,1,0,15,0.0000
Qatar,Coordinating Lead Author,2,2,0,43,0.0000
Qatar,Coordinating Lead Author,2,3,0,12,0.0000
Qatar,Coordinating Lead Author,3,1,0,23,0.0000
Qatar,Coordinating Lead Author,3,2,0,42,0.0000
Qatar,Coordinating Lead Author,3,3,0,20,0.0000
Qatar,Coordinating Lead Author,4,1,0,25,0.0000
Qatar,Coordinating Lead Author,4,2,0,51,0.0000
Qatar,Coordinating Lead Author,4,3,0,25,0.0000
Qatar,Coordinating Lead Author,5,1,0,29,0.0000
Qatar,Coordinating Lead Author,5,2,0,64,0.0000
Qatar,Coordinating Lead Author,5,3,0,34,0.0000
Qatar,Lead Author,1,1,0,214,0.0000
Qatar,Lead Author,1,2,0,11,0.0000
Qatar,Lead Author,1,3,0,43,0.0000
Qatar,Lead Author,2,1,0,84,0.0000
Qatar,Lead Author,2,2,0,287,0.0000
Qatar,Lead Author,2,3,0,65,0.0000
Qatar,Lead Author,3,1,0,137,0.0000
Qatar,Lead Author,3,2,0,184,0.0000
Qatar,Lead Author,3,3,0,139,0.0000
Qatar,Lead Author,4,1,0,139,0.0000
Qatar,Lead Author,4,2,0,197,0.0000
Qatar,Lead Author,4,3,0,175,0.0000
Qatar,Lead Author,5,1,0,195,0.0000
Qatar,Lead Author,5,2,0,236,0.0000
Qatar,Lead Author,5,3,0,243,0.0000
Qatar,Review Editor,3,1,0,21,0.0000
Qatar,Review Editor,3,2,0,34,0.0000
Qatar,Review Editor,3,3,0,19,0.0000
Qatar,Review Editor,4,1,0,26,0.0000
Qatar,Review Editor,4,2,0,46,0.0000
Qatar,Review Editor,4,3,0,26,0.0000
Qatar,Review Editor,5,1,0,50,0.0000
Qatar,Review Editor,5,2,0,66,0.0000
Qatar,Review Editor,5,3,0,36,0.0000
Qatar,Contributing Author,1,1,0,29,0.0000
Qatar,Contributing Author,1,2,0,147,0.0000
Qatar,Contributing Author,1,3,0,9,0.0000
Qatar,Contributing Author,2,1,0,352,0.0000
Qatar,Contributing Author,2,2,0,294,0.0000
Qatar,Contributing Author,2,3,0,28,0.0000
Qatar,Contributing Author,3,1,0,518,0.0000
Qatar,Contributing Author,3,2,0,232,0.0000
Qatar,Contributing Author,3,3,0,71,0.0000
Qatar,Contributing Author,4,1,0,496,0.0000
Qatar,Contributing Author,4,2,0,217,0.0000
Qatar,Contributing Author,4,3,0,84,0.0000
Qatar,Contributing Author,5,1,1,603,0.1658
Qatar,Contributing Author,5,2,0,386,0.0000
Romania,Coordinating Lead Author,1,1,0,34,0.0000
Romania,Coordinating Lead Author,1,2,0,13,0.0000
Romania,Coordinating Lead Author,1,3,0,19,0.0000
Romania,Coordinating Lead Author,2,1,0,15,0.0000
Romania,Coordinating Lead Author,2,2,0,43,0.0000
Romania,Coordinating Lead Author,2,3,0,12,0.0000
Romania,Coordinating Lead Author,3,1,0,23,0.0000
Romania,Coordinating Lead Author,3,2,0,42,0.0000
Romania,Coordinating Lead Author,3,3,0,20,0.0000
Romania,Coordinating Lead Author,4,1,0,25,0.0000
Romania,Coordinating Lead Author,4,2,0,51,0.0000
Romania,Coordinating Lead Author,4,3,0,25,0.0000
Romania,Coordinating Lead Author,5,1,0,29,0.0000
Romania,Coordinating Lead Author,5,2,0,64,0.0000
Romania,Coordinating Lead Author,5,3,0,34,0.0000
Romania,Lead Author,1,1,0,214,0.0000
Romania,Lead Author,1,2,0,11,0.0000
Romania,Lead Author,1,3,0,43,0.0000
Romania,Lead Author,2,1,0,84,0.0000
Romania,Lead Author,2,2,0,287,0.0000
Romania,Lead Author,2,3,0,65,0.0000
Romania,Lead Author,3,1,0,137,0.0000
Romania,Lead Author,3,2,0,184,0.0000
Romania,Lead Author,3,3,0,139,0.0000
Romania,Lead Author,4,1,2,139,1.4388
Romania,Lead Author,4,2,0,197,0.0000
Romania,Lead Author,4,3,0,175,0.0000
Romania,Lead Author,5,1,1,195,0.5128
Romania,Lead Author,5,2,0,236,0.0000
Romania,Lead Author,5,3,0,243,0.0000
Romania,Review Editor,3,1,0,21,0.0000
Romania,Review Editor,3,2,0,34,0.0000
Romania,Review Editor,3,3,0,19,0.0000
Romania,Review Editor,4,1,0,26,0.0000
Romania,Review Editor,4,2,0,46,0.0000
Romania,Review Editor,4,3,0,26,0.0000
Romania,Review Editor,5,1,0,50,0.0000
Romania,Review Editor,5,2,0,66,0.0000
Romania,Review Editor,5,3,0,36,0.0000
Romania,Contributing Author,1,1,0,29,0.0000
Romania,Contributing Author,1,2,0,147,0.0000
Romania,Contributing Author,1,3,0,9,0.0000
Romania,Contributing Author,2,1,0,352,0.0000
Romania,Contributing Author,2,2,0,294,0.0000
Romania,Contributing Author,2,3,0,28,0.0000
Romania,Contributing Author,3,1,0,518,0.0000
Romania,Contributing Author,3,2,0,232,0.0000
Romania,Contributing Author,3,3,0,71,0.0000
Romania,Contributing Author,4,1,0,496,0.0000
Romania,Contributing Author,4,2,0,217,0.0000
Romania,Contributing Author,4,3,0,84,0.0000
Romania,Contributing Author,5,1,0,603,0.0000
Romania,Contributing Author,5,2,1,386,0.2591
Russian Federation,Coordinating Lead Author,1,1,0,34,0.0000
Russian Federation,Coordinating Lead Author,1,2,0,13,0.0000
Russian Federation,Coordinating Lead Author,1,3,0,19,0.0000
Russian Federation,Coordinating Lead Author,2,1,0,15,0.0000
Russian Federation,Coordinating Lead Author,2,2,0,43,0.0000
Russian Federation,Coordinating Lead Author,2,3,0,12,0.0000
Russian Federation,Coordinating Lead Author,3,1,0,23,0.0000
Russian Federation,Coordinating Lead Author,3,2,2,42,4.7619
Russian Federation,Coordinating Lead Author,3,3,1,20,5.0000
Russian Federation,Coordinating Lead Author,4,1,0,25,0.0000
Russian Federation,Coordinating Lead Author,4,2,2,51,3.9216
Russian Federation,Coordinating Lead Author,4,3,1,25,4.0000
Russian Federation,Coordinating Lead Author,5,1,0,29,0.0000
Russian Federation,Coordinating Lead Author,5,2,1,64,1.5625
Russian Federation,Coordinating Lead Author,5,3,1,34,2.9412
Russian Federation,Lead Author,1,1,0,214,0.0000
Russian Federation,Lead Author,1,2,0,11,0.0000
Russian Federation,Lead Author,1,3,0,43,0.0000
Russian Federation,Lead Author,2,1,2,84,2.3810
Russian Federation,Lead Author,2,2,5,287,1.7422
Russian Federation,Lead Author,2,3,2,65,3.0769
Russian Federation,Lead Author,3,1,3,137,2.1898
Russian Federation,Lead Author,3,2,7,184,3.8043
Russian Federation,Lead Author,3,3,4,139,2.8777
Russian Federation,Lead Author,4,1,3,139,2.1583
Russian Federation,Lead Author,4,2,6,197,3.0457
Russian Federation,Lead Author,4,3,3,175,1.7143
Russian Federation,Lead Author,5,1,5,195,2.5641
Russian Federation,Lead Author,5,2,5,236,2.1186
Russian Federation,Lead Author,5,3,2,243,0.8230
Russian Federation,Review Editor,3,1,0,21,0.0000
Russian Federation,Review Editor,3,2,0,34,0.0000
Russian Federation,Review Editor,3,3,0,19,0.0000
Russian Federation,Review Editor,4,1,0,26,0.0000
Russian Federation,Review Editor,4,2,0,46,0.0000
Russian Federation,Review Editor,4,3,0,26,0.0000
Russian Federation,Review Editor,5,1,0,50,0.0000
